ghpages-ronda25.html	page	https://elreydeluniverso-0.github.io/VANGUARD/ronda25.html	https://elreydeluniverso-0.github.io/VANGUARD/ronda25.html	
ghpages-como-jugar.html	page	https://elreydeluniverso-0.github.io/VANGUARD/como-jugar.html	https://elreydeluniverso-0.github.io/VANGUARD/como-jugar.html	
ghpages-detective.html	page	https://elreydeluniverso-0.github.io/VANGUARD/detective.html	https://elreydeluniverso-0.github.io/VANGUARD/detective.html	
gh-issue-r25	page	https://github.com/ElReyDelUniverso-0/VANGUARD/issues/17	https://github.com/ElReyDelUniverso-0/VANGUARD/issues/17	
gh-discussion-r25	page	https://github.com/ElReyDelUniverso-0/VANGUARD/discussions/18	https://github.com/ElReyDelUniverso-0/VANGUARD/discussions/18	
tinyurl-ronda25	short	https://tinyurl.com/27v6d3on	https://tinyurl.com/27v6d3on	
clck-ronda25	short	https://clck.ru/3W5eN9	https://clck.ru/3W5eN9	
spoo-ronda25	short	https://spoo.me/VyBo27	https://spoo.me/VyBo27	
tinyurl-como-jugar	short	https://tinyurl.com/2y8dmvwx	https://tinyurl.com/2y8dmvwx	
clck-como-jugar	short	https://clck.ru/3W5eNF	https://clck.ru/3W5eNF	
spoo-como-jugar	short	https://spoo.me/JooCMr	https://spoo.me/JooCMr	
tinyurl-detective	short	https://tinyurl.com/2339zpls	https://tinyurl.com/2339zpls	
clck-detective	short	https://clck.ru/3W5eNH	https://clck.ru/3W5eNH	
spoo-detective	short	https://spoo.me/tCrguP	https://spoo.me/tCrguP	
